Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai;Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai;Jikan (MyAnimeList);En un Japón utópico donde los conceptos obscenos son oficialmente inexistentes, el grupo SOX lidera una revolución de liberación sexual clandestina. La serie es una sátira que lleva al absurdo la censura gubernamental, con personajes que arriesgan todo por el derecho a la expresión y el pensamiento libre.;https://cdn.myanimelist.net/images/anime/6/75106l.jpg;Comedy, Ecchi;7.2;12.0;https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai;https://image.tmdb.org/t/p/original/zwU5YOrOIGJrDF5ZEUtbAOxY15q.jpg;T1:12;Shizuka Ishigami (Ayame Kajou (voice)), Satomi Arai (Otome Saotome (voice)), Yusuke Kobayashi (Tanukichi Okuma (voice)), Yui Horie (Kosuri Onigashira (voice)), 松来未祐 (Anna Nishikinomiya (voice)), 後藤沙緒里 (Hyouka Fuwa (voice));https://image.tmdb.org/t/p/w185/kXTYBI7skkVSjQ4eg49iEGblt3f.jpg, https://image.tmdb.org/t/p/w185/v95wU1gpSLAOJS5yKFTxyheXAW2.jpg, https://image.tmdb.org/t/p/w185/y4ukKDSobZJNuB4H3k89hkrKCDC.jpg, https://image.tmdb.org/t/p/w185/73yQlMWaiOMrhvPCNyOCbbCkILZ.jpg, https://image.tmdb.org/t/p/w185/yZvIbrzXDCrBlFMqfmdJI3AptY4.jpg, https://image.tmdb.org/t/p/w185/qgBV4N6InQTXtGus4tqxenSAjJi.jpg;;Hajimete no Gal, Nichijou, Lucky Star, My Girlfriend is Shobitch (2017), Aharen-san wa Hakarenai;https://www.youtube.com/watch?v=IwkkSbnpZCI
Shingeki no Kiojin;Shingeki no Kyojin;Jikan (MyAnimeList);En un mundo donde la humanidad vive dentro de enormes muros para protegerse de los Titanes, gigantes devoradores de humanos, el joven Eren Yeager jura exterminar a todos los Titanes tras ver a su madre ser devorada. Eren y sus amigos Mikasa y Armin se unen al Cuerpo de Reconocimiento para luchar más allá de los muros.;https://cdn.myanimelist.net/images/anime/10/47347l.jpg;Action, Award Winning, Drama, Suspense;8.57;25.0;https://myanimelist.net/anime/16498/Shingeki_no_Kyojin;https://image.tmdb.org/t/p/original/rqbCbjB19amtOtFQbb3K2lgm2zv.jpg;T1:25|T2:12|T3:22|T4:28;Yuki Kaji (Eren Yeager (voice)), Yui Ishikawa (Mikasa Ackerman (voice)), Marina Inoue (Armin Arlert (voice)), Kisho Taniyama (Jean Kirstein (voice)), Hiro Shimono (Connie Springer (voice)), Yoshimasa Hosoya (Reiner Braun (voice));https://image.tmdb.org/t/p/w185/8wKdPV11IwowfwoqGqMMNt9hmp6.jpg, https://image.tmdb.org/t/p/w185/2y1y1W4q8UIR0Vbs4NNvc7722XT.jpg, https://image.tmdb.org/t/p/w185/nQ7a3krkbea6ukw9KGvvTpMma96.jpg, https://image.tmdb.org/t/p/w185/9lOnUF6C6xEhZ0FQmYNzNZhcUpd.jpg, https://image.tmdb.org/t/p/w185/yrSDcgFefHtWkFmLnTrcw2t0MV.jpg, https://image.tmdb.org/t/p/w185/lUR5oN1LrqGgp25IOcI1qOH1Ud5.jpg;;Akame ga Kill!, Kaiju No. 8, Tokyo Ghoul, Gachiakuta, Deadman Wonderland;https://www.youtube.com/watch?v=HJaUvV9Hwgs
Shokugeki no Soma;Shokugeki no Souma;Jikan (MyAnimeList);Soma Yukihira, hijo de un chef brillante, entra a la prestigiosa Academia Culinaria Tootsuki donde el fracaso significa la expulsión inmediata. La serie sigue los battles culinarios del talentoso pero inexperto Soma contra los mejores estudiantes del instituto en un mundo donde la cocina es un deporte de combate.;https://cdn.myanimelist.net/images/anime/1444/148976l.jpg;Gourmet, Ecchi;8.11;24.0;https://myanimelist.net/anime/28171/Shokugeki_no_Souma;https://image.tmdb.org/t/p/original/bx5aQGsWOYfvNhVGmuLD0ztGqX3.jpg;T1:24|T2:13|T3:24|T4:12|T5:13;Yoshitsugu Matsuoka (Soma Yukihira), Ai Kayano (Ryoko Sakaki), Maaya Uchida (Yuki Yoshino), Chinatsu Akasaki (Alice Nakiri), Risa Taneda (Erina Nakiri (voice)), Minami Takahashi (Tadokoro Megumi);https://image.tmdb.org/t/p/w185/ugDwdWEXnmv43jcbnfAi4XwiQ8C.jpg, https://image.tmdb.org/t/p/w185/l8ywp387rfdAS7mOExe3cEZnsk0.jpg, https://image.tmdb.org/t/p/w185/lrcxZXkIgHU55dMs8C4DKkUohqJ.jpg, https://image.tmdb.org/t/p/w185/nYYs30FgGrgr3uOiQ4ASmRpFca2.jpg, https://image.tmdb.org/t/p/w185/cuUqpOqZyzfJLzRa6syhOLUCvNW.jpg, https://image.tmdb.org/t/p/w185/9SRX6yrHGtGEJxcnLyGFhOZkXSH.jpg;;Chuuka Ichiban!, Ben-To, Masamune-kun's Revenge, Después de la lluvia, Iwa Kakeru! Sport Climbing Girls;https://www.youtube.com/watch?v=--v6zWSR_Ko
Slam Dunk;Slam Dunk;Jikan (MyAnimeList);Hanamichi Sakuragi, un estudiante matón que nunca ha tenido novia, se une al club de baloncesto de su instituto para impresionar a la chica de la que se enamora. La serie clásica retrata su transformación de completo principiante a jugador de talento real mientras el equipo Shohoku busca llegar al campeonato nacional.;https://cdn.myanimelist.net/images/anime/12/86890l.jpg;Sports;8.56;101.0;https://myanimelist.net/anime/170/Slam_Dunk;https://image.tmdb.org/t/p/original/dEANXnVRmFkSD8jcJlZ0oy8EnB1.jpg;T1:101;Takeshi Kusao (Hanamichi Sakuragi (voice)), Hikaru Midorikawa (Kaede Rukawa (voice)), 梁田清之 (Takenori Akagi (voice)), 塩屋翼 (Ryota Miyagi (voice)), Ryotaro Okiayu (Hisashi Mitsui (voice)), 平松晶子 (Haruko Akagi (voice));https://image.tmdb.org/t/p/w185/gDiYLUdl9zXXJmhE0bAuB1Jm3FJ.jpg, https://image.tmdb.org/t/p/w185/pvzfUDE9UruEhRBrONVFk83o6Zh.jpg, https://image.tmdb.org/t/p/w185/rczC3GZJDzfMyilcnKPG9OD1F0R.jpg, https://image.tmdb.org/t/p/w185/zJCaOJWub2g8ZlXuH8vE9yaBVy1.jpg, https://image.tmdb.org/t/p/w185/qbj3cFQqWwZ6x7S1jEpOJa57sEZ.jpg, https://image.tmdb.org/t/p/w185/gvsVlT1JX6K6whigFlKTzEAA4OT.jpg;;All Out!!, Kawaii dake ja Nai Shikimori-san, Can a Boy-Girl Friendship Survive?, ¡Adelante, Nakamura-kun!, Soredemo Ayumu wa Yosetekuru;https://www.youtube.com/watch?v=e4iH5zTkQjY
Solo Leveling;Ore dake Level Up na Ken;Jikan (MyAnimeList);Sung Jin-Woo era el Cazador humano más débil del mundo hasta que casi muere en una mazmorra doble. Al sobrevivir, descubre un misterioso sistema que le permite subir de nivel como si fuera un videojuego, comenzando un camino de crecimiento exponencial para convertirse en el ser más poderoso de la humanidad.;https://cdn.myanimelist.net/images/anime/1801/142390l.jpg;Action, Adventure, Fantasy;8.16;12.0;https://myanimelist.net/anime/52299/Ore_dake_Level_Up_na_Ken;https://image.tmdb.org/t/p/original/xMNH87maNLt9n2bMDYeI6db5VFm.jpg;T1:25;Taito Ban (Shun Mizushino (voice)), Genta Nakamura (Kenta Morobishi (voice)), Haruna Mikawa (Aoi Mizushino (voice)), Reina Ueda (Shizuku Kousaka (voice)), Daisuke Hirakawa (Shin Mogami (voice)), Hiroki Touchi (Taiga Shirakawa (voice));https://image.tmdb.org/t/p/w185/pSExEOVmjAujKUyJJJSxC1WEzOM.jpg, https://image.tmdb.org/t/p/w185/bl3pu2fsaNfHqnZQSDugY4V1CE0.jpg, https://image.tmdb.org/t/p/w185/nsrFjmDDzo4FDMhxyvuVk4mPEH3.jpg, https://image.tmdb.org/t/p/w185/2WV61uVU7y6XGYqNHLMpP0sApdu.jpg, https://image.tmdb.org/t/p/w185/8uDi5NxFdxFvfVyo4n5CeOSLWEf.jpg, https://image.tmdb.org/t/p/w185/bU2vogWmnTWiQEwUADWlnBqAPhJ.jpg;;Tower of God, RWBY, 100-man no Inochi no Ue ni Ore wa Tatteiru, Tsukimichi -Moonlit Fantasy-, Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu;https://www.youtube.com/watch?v=HkIKAnwLZCw
Sono Bisque Doll wa Koi wo Suru;Sono Bisque Doll wa Koi wo Suru;Jikan (MyAnimeList);Wakana Gojo es un artesano de kimonos tradicionales que mantiene su afición en secreto. Su compañera de clase Marin Kitagawa, popular y sin prejuicios, descubre el secreto de Gojo y le pide ayuda para crear trajes de cosplay de sus personajes favoritos, iniciando una amistad que se convierte en amor.;https://cdn.myanimelist.net/images/anime/1179/119897l.jpg;Romance;8.13;12.0;https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru;https://image.tmdb.org/t/p/original/gWPK2RIVJ6i3myf7Xdw8DqlznT8.jpg;T1:24;Hina Suguta (Marin Kitagawa (voice)), Shoya Ishige (Wakana Gojo (voice));https://image.tmdb.org/t/p/w185/yZPGi67sEBDjrYXiZdLwp8KCwwg.jpg, https://image.tmdb.org/t/p/w185/ohW9TNSoiL9n5SgLBbAj85wJXAA.jpg;;Don't Toy With Me, Miss Nagatoro, Uzaki-chan Wants to Hang Out!, Horimiya, Aharen-san wa Hakarenai, Fuufu Ijou, Koibito Miman;https://www.youtube.com/watch?v=8oveGY6h6T8
Sousou no Frieren;Sousou no Frieren;Jikan (MyAnimeList);La maga Frieren viajó con el legendario grupo del héroe durante diez años para derrotar al Rey Demonio, pero los ellos son mortales y pasan décadas mientras ella permanece joven. Después de ver morir a sus compañeros de viaje, Frieren emprende un nuevo viaje para comprender lo que significa la humanidad y conectar con los que dejó ir.;https://cdn.myanimelist.net/images/anime/1015/138006l.jpg;Adventure, Award Winning, Drama, Fantasy;9.26;28.0;https://myanimelist.net/anime/52991/Sousou_no_Frieren;https://image.tmdb.org/t/p/original/rBOnrVlck7BIlGeWVlzYiZeg4l2.jpg;T1:38;Atsumi Tanezaki (Frieren (voice)), Kana Ichinose (Fern (voice)), Chiaki Kobayashi (Stark (voice)), Nobuhiko Okamoto (Himmel (voice)), Hiroki Touchi (Heiter (voice)), Yoji Ueda (Eisen (voice));https://image.tmdb.org/t/p/w185/6tM8GU7QvrdUCvR4kxqVUZivtvO.jpg, https://image.tmdb.org/t/p/w185/hBJx5tpLA2vkXqfkPZosGjW4e8C.jpg, https://image.tmdb.org/t/p/w185/o0XZFXc50z28ICUpvfZ1QcTL2Yt.jpg, https://image.tmdb.org/t/p/w185/7s1K2yQVF5iIWILaOfG7QrMZkXA.jpg, https://image.tmdb.org/t/p/w185/bU2vogWmnTWiQEwUADWlnBqAPhJ.jpg, https://image.tmdb.org/t/p/w185/fHvIfE0Q7ab0DFlkNVFcXvTKX9y.jpg;;To Your Eternity, Somali to Mori no Kamisama, The Ancient Magus' Bride (Mahou Tsukai no Yome), Natsume Yujin-cho, Fuguushoku [Kanteishi] ga Jitsu wa Saikyou Datta: Naraku de Kitaeta Saikyou no [Shingan] de Musou Suru;https://www.youtube.com/watch?v=01WEqntM1NI
Spy x Family;Spy x Family;Jikan (MyAnimeList);El agente Loid Forger necesita una familia para su misión de infiltración y adopta a la niña huérfana Anya, que puede leer mentes, y contrae matrimonio falso con la asesina Yor. Ninguno sabe los secretos de los demás, y Anya, quien sí los sabe, decide guardar silencio para mantener a su familia perfecta junta.;https://cdn.myanimelist.net/images/anime/1441/122795l.jpg;Action, Award Winning, Comedy;8.41;12.0;https://myanimelist.net/anime/50265/Spy_x_Family;https://image.tmdb.org/t/p/original/lysUnU6V0VfcthDbviuVlIqgHOR.jpg;T1:25|T2:12|T3:13;Takuya Eguchi (Loid Forger (voice)), Atsumi Tanezaki (Anya Forger (voice)), Saori Hayami (Yor Forger (voice)), Kenichirou Matsuda (Bond Forger (voice));https://image.tmdb.org/t/p/w185/hPPhUp0mM65Lc87Q8WXUEmGQAXx.jpg, https://image.tmdb.org/t/p/w185/6tM8GU7QvrdUCvR4kxqVUZivtvO.jpg, https://image.tmdb.org/t/p/w185/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg, https://image.tmdb.org/t/p/w185/YCEXgyl763zg62qhsjhWHRzGkL.jpg;;Mission: Yozakura Family, Marriagetoxin, Spy Classroom, Kill Blue, Naruto;https://www.youtube.com/watch?v=JP6vBnazpWI
SSSS.Gridman;SSSS.Gridman;Jikan (MyAnimeList);Yuta Hibiki es un estudiante con amnesia que puede escuchar la voz de Gridman, el héroe digital, a través de un viejo ordenador. Cuando monstruos comienzan a atacar la ciudad de Tsutsujidai dejando solo a ciertos estudiantes con memoria de los ataques, Yuta se fusiona con Gridman para combatir la amenaza.;https://cdn.myanimelist.net/images/anime/1973/95616l.jpg;Award Winning, Sci-Fi;7.13;12.0;https://myanimelist.net/anime/35847/SSSSGridman;https://image.tmdb.org/t/p/original/daqQkmsrwwO3W8RV5hsmMaGU0bx.jpg;T1:12;Hikaru Midorikawa (Gridman (voice)), Yuya Hirose (Yuta Hibiki (voice)), Reina Ueda (Akane Shinjou (voice)), Yume Miyamoto (Rikka Takarada (voice)), Soma Saito (Sho Utsumi (voice)), Tetsu Inada (Alexis Kerib (voice));https://image.tmdb.org/t/p/w185/pvzfUDE9UruEhRBrONVFk83o6Zh.jpg, https://image.tmdb.org/t/p/w185/jRe7ICqrCsaEWVD8jAmJdc7XwnQ.jpg, https://image.tmdb.org/t/p/w185/2WV61uVU7y6XGYqNHLMpP0sApdu.jpg, https://image.tmdb.org/t/p/w185/8PzHX7owawEZKq7Eg9WwcmWYx9s.jpg, https://image.tmdb.org/t/p/w185/8W8Y02Jmjivw0kk5PDih9dqiyd9.jpg, https://image.tmdb.org/t/p/w185/e8qQL1NKTHP8eOsZmV5LCkdHS9T.jpg;;SSSS.Dynazenon, Karas, Musculman: La nueva generación, Jack-of-All-Trades, Party of None, ULTRAMAN;https://www.youtube.com/watch?v=j4Z0MOkw2KE
Steins,Gate;Steins,Gate;Jikan (MyAnimeList);Rintaro Okabe es un autoproclamado científico loco que, junto a sus amigos Mayuri y Daru, descubre accidentalmente cómo enviar mensajes al pasado usando un microondas modificado. Cuando sus experimentos con el tiempo atraen la atención de la organización SERN, Okabe queda atrapado en un bucle de futuros distópicos.;https://cdn.myanimelist.net/images/anime/1935/127974l.jpg;Drama, Sci-Fi, Suspense;9.07;24.0;https://myanimelist.net/anime/9253/Steins_Gate;https://image.tmdb.org/t/p/original/gDvxT2z6TNxervG97WfpePRZ3aR.jpg;T1:24;Mamoru Miyano (Rintaro Okabe (voice)), 今井麻美 (Kurisu Makise (voice)), Kana Hanazawa (Mayuri Shiina (voice)), Tomokazu Seki (Itaru Hashida (voice)), Yukari Tamura (Suzuha Amane (voice)), 桃井はるこ (Faris Nyan-Nyan (voice));https://image.tmdb.org/t/p/w185/nuok8ueG7k9hPZ09Tpr8e7Qn0ah.jpg, https://image.tmdb.org/t/p/w185/6Ff0ilLyKLQOMMdqqqiuK3U9VSb.jpg, https://image.tmdb.org/t/p/w185/9UTBlNRopSOKyoWnCm74tyHOfR1.jpg, https://image.tmdb.org/t/p/w185/jGQC9KkfNMh2wBgizw81GLX2KN2.jpg, https://image.tmdb.org/t/p/w185/AigHQPetpcKee62ekHsYFSpQeWE.jpg, https://image.tmdb.org/t/p/w185/cDjilVOYTQVhId9xmSLIrbk570W.jpg;;InuYasha, The Foolish Angel Dances with the Devil, Paripi Koumei, xxxHOLiC, Jóvenes en órbita;https://www.youtube.com/watch?v=4EtT1VdgGTw
Summertime Render;Summertime Render;Jikan (MyAnimeList);En la isla de Hitogashima durante el verano del 2018, el estudiante Shinpei Ajiro regresa para el funeral de su amiga de infancia Ushio, pero descubre que ella fue asesinada. Al descubrir que puede reiniciar el tiempo mediante su propia muerte, Shinpei y Ushio —convertida en sombra— investigan la verdad de lo ocurrido.;https://cdn.myanimelist.net/images/anime/1120/120796l.jpg;Mystery, Supernatural, Suspense;8.46;25.0;https://myanimelist.net/anime/47194/Summertime_Render;https://image.tmdb.org/t/p/original/p2eZlGwd8OjkWpwD2hSoBiIlHBZ.jpg;T1:25;Natsuki Hanae (Shinpei Ajiro (voice)), Anna Nagase (Ushio Kofune (voice)), Saho Shirasu (Mio Kofune (voice)), Yoko Hikasa (Hizuru Minakata (voice)), Jin Urayama (Ginjiro Nezu (voice)), Kensho Ono (Sou Hishigata (voice));https://image.tmdb.org/t/p/w185/alTb0DlcPIbcwM08WSmxFai58sd.jpg, https://image.tmdb.org/t/p/w185/748FmLCklgnN8hrlBZ4bNsF4zpk.jpg, https://image.tmdb.org/t/p/w185/2iNYxiui27dvP30WiYtVquO1HCN.jpg, https://image.tmdb.org/t/p/w185/mP3bj0s1gqJ6tCKFLhu4b1CkJj7.jpg, https://image.tmdb.org/t/p/w185/5D6QFwS5aOk6agnOjLEwpbJoW9Z.jpg, https://image.tmdb.org/t/p/w185/wUYJ3HIeygHfh4rAqupE4RPoG3W.jpg;;Dark Gathering, Jibaku Shounen Hanako-kun, Wonder Egg Priority, Mushi-Shi, Aoi Bungaku Series;
Super Crooks;Super Crooks;Jikan (MyAnimeList);Johnny Bolt, un veterano supervillano, recluta a un equipo de criminales con superpoderes para realizar el robo más elaborado de la historia. La serie animada basada en el cómic de Mark Millar sigue a este grupo de delincuentes que deben superar sus propios egos y fracasos para llevar a cabo el plan perfecto.;https://cdn.myanimelist.net/images/anime/1579/118015l.jpg;Action, Drama, Suspense;7.21;13.0;https://myanimelist.net/anime/48453/Super_Crooks;https://image.tmdb.org/t/p/original/vI8cIF3G0yZyj5NtntuoFhKfrM6.jpg;T1:13;Kenjiro Tsuda (Johnny Bolt (voice)), Maaya Sakamoto (Kasey (voice)), 木村靖司 (Carmine (voice)), Hiroshi Yanaka (Christopher Matts (voice)), ピエール瀧 (The Gladiator (voice)), Junichi Suwabe (Josh (voice));https://image.tmdb.org/t/p/w185/yBlT8FzQqZYbDcJlnCEayNQHrzS.jpg, https://image.tmdb.org/t/p/w185/hPz2oEQui8a4q9aXdBugQf93ONq.jpg, https://image.tmdb.org/t/p/w185/wZFTrAeUIbZDvIHGk7B4cW551NM.jpg, https://image.tmdb.org/t/p/w185/eoqG5eX6TmTzaQLgl2MUkek6Jl.jpg, https://image.tmdb.org/t/p/w185/nIgFcU0smYH7FdzUt96d685uU1h.jpg, https://image.tmdb.org/t/p/w185/4S7c3n3r07A83HvkLrnWZGVhiHg.jpg;;Baki Hanma, Baki, Bungou Stray Dogs, JoJo's Bizarre Adventure, Hell's Paradise;https://www.youtube.com/watch?v=qOCFaeaJVDQ
Suzume [2022][1080p][2.54 Gb];Suzume no Tojimari;Jikan (MyAnimeList);Suzume Iwato, una chica de 17 años de Kyushu, encuentra a un joven que busca puertas en ruinas a lo largo de Japón. Cuando Suzume abre inadvertidamente una puerta que libera catástrofes sobre el archipiélago japonés, parte junto al misterioso Souta en un viaje para cerrar las puertas que causan desastres.;https://cdn.myanimelist.net/images/anime/1598/128450l.jpg;Adventure, Supernatural;8.24;1.0;https://myanimelist.net/anime/50594/Suzume_no_Tojimari;;;;;;;
Takopii no Genzai;Takopii no Genzai;Jikan (MyAnimeList);Takopi, un extraterrestre de la raza Takopin enviado a la Tierra con la misión de difundir la felicidad, conoce a la solitaria Shizuka. Al descubrir las profundidades de su sufrimiento y el oscuro presente que la rodea, Takopi usa sus poderes para intentar salvarla, confrontando realidades mucho más oscuras de lo que esperaba.;https://cdn.myanimelist.net/images/anime/1182/149879l.jpg;Drama, Sci-Fi;8.75;6.0;https://myanimelist.net/anime/60489/Takopii_no_Genzai;https://image.tmdb.org/t/p/original/6omimfVty4JD3LXzI5LHEGhXjwn.jpg;T1:6;Kurumi Mamiya (Takopi (voice)), Reina Ueda (Shizuka Kuze (voice)), Konomi Kohara (Marina Kirarazaka (voice)), Anna Nagase (Naoki Azuma (voice));https://image.tmdb.org/t/p/w185/69HpNCiAU2AXwNhltWgFrDnM7a9.jpg, https://image.tmdb.org/t/p/w185/2WV61uVU7y6XGYqNHLMpP0sApdu.jpg, https://image.tmdb.org/t/p/w185/3wjTzpJpBiTkLexdMmo9a3wfgRT.jpg, https://image.tmdb.org/t/p/w185/748FmLCklgnN8hrlBZ4bNsF4zpk.jpg;;Jibaku Shounen Hanako-kun, Wonder Egg Priority, 7 Seeds, Parasyte: The Maxim, Orange;https://www.youtube.com/watch?v=j7dxZjwIhu0
Takt op.Destiny;Takt Op. Destiny;Jikan (MyAnimeList);En el año 2047, la humanidad descubre los Musicart, seres creados a partir de piezas musicales que deben ser controlados por conductores humanos. El joven Takt O'Neil viaja hacia Nueva York para recuperar la música en un mundo que la prohibió, acompañado por Cosette y su Musicart Anna, enfrentando amenazas llamadas D2.;https://cdn.myanimelist.net/images/anime/1449/117797l.jpg;Action, Fantasy, Sci-Fi;7.16;12.0;https://myanimelist.net/anime/48556/Takt_Op_Destiny;https://image.tmdb.org/t/p/original/pGtDNP4M9meMci5OMwgQkeWCi0H.jpg;T1:12;Koki Uchiyama (Takt Asahina (voice)), Shion Wakayama (Destiny (voice)), Kaede Hondo (Anna Schneider (voice));https://image.tmdb.org/t/p/w185/sllSm3iZZWVLTBrDZQRtWrZUfEj.jpg, https://image.tmdb.org/t/p/w185/b697ggFreuliEfl4TjLgxhJCQXr.jpg, https://image.tmdb.org/t/p/w185/11BcHnuJYrOZhIftgUiQqfm7TK6.jpg;;Listeners, Galaxy Express 999, Vivy: Fluorite Eye’s Song, TENGOKU-DAIMAKYO, FLCL;https://www.youtube.com/watch?v=0lNjes4la9U
Tate no Yuusha no Nariagari;Tate no Yuusha no Nariagari;Jikan (MyAnimeList);Naofumi Iwatani es convocado como el Héroe del Escudo a un mundo de fantasía, pero es falsamente acusado de crimen y pierde todo apoyo. Obligado a avanzar solo con recursos mínimos, Naofumi adopta a la demi-humana Raphtalia y desarrolla estrategias defensivas únicas para luchar contra las Oleadas de calamidad.;https://cdn.myanimelist.net/images/anime/1490/101365l.jpg;Action, Adventure, Drama, Fantasy;7.9;25.0;https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari;https://image.tmdb.org/t/p/original/ygJ9BOiLwExwFdxQeZiiUA6TqME.jpg;T1:25|T2:13|T3:12|T4:12|T5:0;Kaito Ishikawa (Naofumi Iwatani (voice)), Asami Seto (Raphtalia (voice)), Rina Hidaka (Filo (voice));https://image.tmdb.org/t/p/w185/fzjIkotjUHHs3wgftM9tqdsG8ph.jpg, https://image.tmdb.org/t/p/w185/iKKCPgKrNd4pJ0iBOC1SBZy2Y4Y.jpg, https://image.tmdb.org/t/p/w185/7JupZGvqcq4dRxiTKpPxzg8NUS4.jpg;;Kimetsu no Yaiba: Guardianes de la Noche, Chained Soldier, Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru - Level Up wa Jinsei wo Kaeta, Fuguushoku [Kanteishi] ga Jitsu wa Saikyou Datta: Naraku de Kitaeta Saikyou no [Shingan] de Musou Suru, Blue Exorcist;https://www.youtube.com/watch?v=rKnyi3TRznA
Tengoku Daimakyou;TENGOKU-DAIMAKYO;TMDB;En el año 2024, unos monstruos de lo más extraños merodean por las ruinas de Japón mientras las personas que quedan reúnen cuanto pueden para seguir con vida. Kiruko acepta la última voluntad de una misteriosa mujer: llevar a un chaval llamado Maru a un lugar conocido como el Edén.;https://image.tmdb.org/t/p/original/kstoMA74FLD1rWV3PwJuIgMlvAl.jpg;Animación, Misterio, Action & Adventure, Sci-Fi & Fantasy;7.932;13.0;https://www.themoviedb.org/tv/208891;https://image.tmdb.org/t/p/original/ixhUiD7KEjGGczSGX3kGOiYkNV4.jpg;T1:13;Gen Sato (Maru (voice)), Sayaka Senbongi (Kiruko (voice)), Hibiku Yamamura (Tokio (voice)), Toshiyuki Toyonaga (Kona (voice)), Misato Fukuen (Mimihime (voice)), Shunsuke Takeuchi (Shiro (voice));https://image.tmdb.org/t/p/w185/gdKxR84xGgU19eqWlPKEGZsiID6.jpg, https://image.tmdb.org/t/p/w185/yLRKX9DPDGgTRKBQRFTUh3pvbU0.jpg, https://image.tmdb.org/t/p/w185/7mZ02XdjbbO0AnsX5Fwr23ZFe3G.jpg, https://image.tmdb.org/t/p/w185/duhxGjWjgo6WagvGgKu529ztz7u.jpg, https://image.tmdb.org/t/p/w185/wM5ei7qFIvm07dEBDv6HVRU5bDF.jpg, https://image.tmdb.org/t/p/w185/p1bD76bPptJ41mKRtv0mIr8ZcvO.jpg;;Gachiakuta, Made in Abyss, Sabikui Bisco, Dead Mount Death Play, Claymore;https://www.youtube.com/watch?v=-pgcwiNPiQE
Tenis no Ouji-sama;Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Oujisama;Jikan (MyAnimeList);Ryouma Echizen, un genio del tenis de doce años educado en Estados Unidos, regresa a Japón y se une al club de tenis del Instituto Seishun. Bajo el lema de ganar siempre, Ryouma y el equipo Seigaku se preparan para el torneo nacional enfrentando a rivales cada vez más poderosos con técnicas únicas.;https://cdn.myanimelist.net/images/anime/1737/117734l.jpg;Sports;6.28;1.0;https://myanimelist.net/anime/38882/Ryouma_The_Prince_of_Tennis_Shinsei_Movie__Tennis_no_Oujisama;https://image.tmdb.org/t/p/original/7apk7MDXON2zZ2ntXgaIusHrUNa.jpg;T1:26|T2:27|T3:22|T4:26|T5:27|T6:37|T7:13;Mikako Takahashi (Sakuno Ryūzaki (voice)), 皆川純子 (Ryōma Echizen (voice)), Hiroki Takahashi (Eiji Kikumaru (voice)), 川本成 (Takashi Kawamura (voice)), 甲斐田ゆき (Shūsuke Fuji (voice)), 近藤孝行 (Shūichirō Ōishi (voice), Takaya Nomura (voice), Tatsunori Mori (voice));https://image.tmdb.org/t/p/w185/5Cnw3N4vrr1HSrBYx6DHJiJifc4.jpg, https://image.tmdb.org/t/p/w185/vylNOlXVmYFW8TJgq3Dvgoq1dy5.jpg, https://image.tmdb.org/t/p/w185/lFwGUkR5Lj09FVz7s0xwFgQgeRi.jpg, https://image.tmdb.org/t/p/w185/afODGQk1YV0Aop2DobO4BpizcZO.jpg, https://image.tmdb.org/t/p/w185/ha1k44zoFz1Vlf7LIQBcWYMuCGI.jpg, https://image.tmdb.org/t/p/w185/80t01IkasGucNSqHCp5XEImYPY.jpg;;Keijo!!!!!!!!, Maken-Ki!, Sawaranaide Kotesashi-kun, Ace of the Diamond, Sekirei;
