Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug;Backdrop_URL;Requisitos_Minimos;Requisitos_Recomendados;Recomendaciones;Trailer_URL;Peso_GB
Stellaris;Stellaris;RAWG;2016.0;Stellaris Nova Edition Nova Edition incluye: Banda sonora original digital La banda sonora de Stellaris ofrece dos horas y media de música original, incluyendo pistas adicionales y versiones alternativas no incluidas en el juego. Compuesta por Andreas Waldetoft con la participación de la Orquesta Estatal de Brandenburgo y Mia Stegmar, los oyentes escucharán temas que evocan el descubrimiento y la exploración a gran escala a través de la vasta extensión del espacio mediante la fusión de música orquestal y electrónica. Se incluyen MP3 y FLAC sin pérdidas. Icono del foro Nova Muestra tu amor por Stellaris en los foros de Paradox y otras redes sociales. Raza alienígena exclusiva (DLC cosmético) ¡Coloniza lo desconocido y construye un glorioso imperio de arañas! Se agregará una raza alienígena exclusiva a tu juego con un diseño arácnido único. Cuando tus amigos te pregunten cómo obtuviste estas nuevas arañas viajeras espaciales, asegúrate de decirles que encontraste la oferta en la web. Stellaris Galaxy Edition incluye: Banda sonora original digital. La banda sonora de Stellaris ofrece dos horas y media de música original, incluyendo pistas adicionales y versiones alternativas no incluidas en el juego.;https://media.rawg.io/media/games/92b/92bbf8a451e2742ab812a580546e593a.jpg;Strategy, Simulation;Paradox Development Studio;Paradox Interactive;4.11;78;stellaris;https://media.rawg.io/media/games/92b/92bbf8a451e2742ab812a580546e593a.jpg;Minimum: OS: Windows 7 x86 or newer Processor: AMD Athlon II X4 640 @ 3.0 Ghz / or Intel Core 2 Quad 9400 @ 2.66 Ghz Memory: 2 GB RAM Graphics: AMD HD 5770 / or Nvidia GTX 460, with 1024MB VRAM. Latest available WHQL drivers from both manufacturers. DirectX: Version 9.0c Network: Broadband Internet connection Storage: 4 GB available space Sound Card: Direct X 9.0c- compatible sound card Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements:;Recommended: OS: Windows 7 x64 or newer Processor: AMD Phenom II X4 850 @ 3.3 Ghz or Intel i3 2100 @ 3.1 Ghz Memory: 4 GB RAM Graphics: AMD HD 6850 / or Nvidia GTX 560TI, with 1024MB VRAM DirectX: Version 9.0c Storage: 4 GB available space Sound Card: DirectX 9.0c-compatible sound card Additional Notes: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection or LAN for multiplayer.;;;10
TEKKEN 7 v5.10;TEKKEN 7;RAWG;2015.0;Tekken 7 es un juego de lucha desarrollado por Bandai Namco Entertainment y la novena entrega de la serie. Un periodista anónimo investiga la historia de la familia Mishima tras perder a su familia en una guerra iniciada por Jin Kazama. En su investigación, el periodista intenta averiguar por qué el abuelo de Jin mató a su propia esposa y arrojó a su hijo por un precipicio.;https://media.rawg.io/media/games/62b/62b035add7205737540d66e082b85930.jpg;Action, Sports, Fighting;BANDAI NAMCO Entertainment America, Bandai Namco Entertainment;Bandai Namco Entertainment, BANDAI NAMCO Entertainment US;4.02;82.0;tekken-7;https://media.rawg.io/media/games/62b/62b035add7205737540d66e082b85930.jpg;Minimum: OS: Windows 7/8/10 (64-bit OS required) Processor: Intel Core i3-4160 @ 3.60GHz or equivalent Memory: 6 GB RAM Graphics: NVIDIA GeForce GTX 660 2GB, GTX 750Ti 2GB, or equivalent DirectX: Version 11 Network: Broadband Internet connection Storage: 60 GB available space Sound Card: DirectX compatible soundcard or onboard chipset;Recommended: OS: Windows 7/8/10 (64-bit OS required) Processor: Intel Core i5-4690 3.5 GHz or equivalent Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 1060 equivalent or higher DirectX: Version 11 Network: Broadband Internet connection Storage: 60 GB available space Sound Card: DirectX compatible soundcard or onboard chipset;;https://steamcdn-a.akamaihd.net/steam/apps/256674856/movie_max.mp4;40
The Legend of Zelda: Breath of the Wild;The Legend of Zelda: Breath of the Wild;RAWG;2017.0;The Legend of Zelda: Breath of the Wild es un juego de aventuras desarrollado por Nintendo. Es la decimonovena entrega de la serie. Tras despertar de un sueño de cien años, Link, sin memoria, escucha una misteriosa voz femenina que lo guía a un reino destruido de Hyrule. Allí encuentra a un sabio que le cuenta que una criatura despiadada, Ganon, ha estado aprisionada durante cien años. A pesar de estar atrapada, la criatura sigue ganando poder. Link se propone matar a Ganon antes de que se libere y destruya el mundo. A diferencia de los títulos anteriores de la serie, Breath of the Wild permite al jugador explorar un vasto mundo abierto. Al comienzo del juego, se ofrece un breve tutorial y los jugadores son libres de recorrer el mundo a su propio ritmo. Link puede escalar casi cualquier superficie del mundo y cocinar para recuperar salud. También dispone de viaje rápido a ciertos lugares del mundo. El mundo es altamente interactivo gracias al motor de química.;https://media.rawg.io/media/games/cc1/cc196a5ad763955d6532cdba236f730c.jpg;Action, Adventure, RPG;Nintendo;Nintendo;4.47;97;the-legend-of-zelda-breath-of-the-wild;https://media.rawg.io/media/games/cc1/cc196a5ad763955d6532cdba236f730c.jpg;;;;;9
The Legend of Zelda: Tears of the Kingdom;The Legend of Zelda: Tears of the Kingdom;RAWG;2023.0;Una aventura épica a través de la tierra y los cielos de Hyrule te espera en The Legend of Zelda™: Tears of the Kingdom para Nintendo Switch™. La aventura está en tus manos en un mundo alimentado por tu imaginación. En esta secuela de The Legend of Zelda: Breath of the Wild, decidirás tu propio camino a través de los extensos paisajes de Hyrule y las misteriosas islas que flotan en los vastos cielos. ¿Podrás dominar el poder de las nuevas habilidades de Link para luchar contra las fuerzas malévolas que amenazan el reino?;https://media.rawg.io/media/games/556/55684bfd048706f4266d331d70050b37.jpg;Action, Adventure;Nintendo;Nintendo;4.37;96;the-legend-of-zelda-breath-of-the-wild-sequel;https://media.rawg.io/media/games/556/55684bfd048706f4266d331d70050b37.jpg;;;;;17
Total War - EMPIRE Definitive Edition v1.5.0;Empire: Total War;RAWG;2009.0;La quinta entrega de la serie Total War, Empire está ambientada en el siglo XVIII. El jugador controla uno de los poderosos imperios de la época, como Gran Bretaña, España o Rusia. El juego cuenta con más de 50 facciones en total, aunque solo las civilizaciones más importantes son jugables, mientras que el resto son estados menores.;https://media.rawg.io/media/games/b28/b2813f31d36b83d2e8d4e246a2cfcbe2.jpg;Strategy;Feral Interactive, Creative Assembly;SEGA, Feral Interactive;3.79;90.0;empire-total-war;https://media.rawg.io/media/games/b28/b2813f31d36b83d2e8d4e246a2cfcbe2.jpg;Supported OS: Windows® XP Service Pack 2 or Windows Vista™ Processor: 2.4 GHz Intel® Pentium® or greater or AMD® Athlon® equivalent CPU Memory: 1 GB RAM (XP,) 2 GB RAM (Vista™) Graphics: 100% DirectX 9.0c compatible hardware accelerated video card with shader version 2.0 support, 256 MB video memory Display: Minimum screen resolution of 1280 x 1024 pixels Sound: Directx9.0c compatible sound card Hard Drive: 15 GB free hard disk space formatted as NTFS Peripherals: Windows compatible mouse and ke;;;;9
Transformers - The Game;Transformers: The Game;RAWG;2007.0;Transformers: The Game permite a los jugadores decidir el resultado de la batalla por la Tierra eligiendo protegerla como Autobots o destruirla como Decepticons. Los jugadores también experimentarán el poder imparable de sus Robots in Disguise favoritos, como Bumblebee, Barricade y otros. Elige tu bando y determina el destino del planeta.;https://media.rawg.io/media/games/792/7924eba36daf05ceca74b297a8340343.jpg;Action, Fighting;Traveller's Tales;Activision Blizzard;2.92;56.0;transformers-the-game;https://media.rawg.io/media/games/792/7924eba36daf05ceca74b297a8340343.jpg;;;;;3
Tropico 6 v1.23.1290;Tropico 6;RAWG;2019.0;El Presidente ha vuelto. Juega por primera vez en la serie en amplios archipiélagos. Gestiona múltiples islas al mismo tiempo y adáptate a nuevos y variados desafíos. Envía a tus agentes a saquear tierras extranjeras para robar maravillas del mundo y añadirlas a tu colección. Construye puentes, excava túneles y transporta a tus ciudadanos y turistas en taxis, autobuses y teleféricos.;https://media.rawg.io/media/games/5d5/5d5da5167163cc75f77b4c6b15ae865b.jpg;Strategy, Simulation;Limbic Entertainment;Kalypso Media;3.82;76.0;tropico-6;https://media.rawg.io/media/games/5d5/5d5da5167163cc75f77b4c6b15ae865b.jpg;Minimum: OS: TBC Processor: TBC Graphics: TBC Sound Card: TBC Additional Notes: TBC;Recommended: OS: TBC Processor: TBC Graphics: TBC Sound Card: TBC Additional Notes: TBC;;;12
Valheim v0.221.10;Valheim;RAWG;2021.0;Demuestra tu valor en Valheim, el décimo mundo nórdico. Solo derrotando a las poderosas bestias de estas tierras ganarás el favor de los dioses. Esta misión te llevará a los confines del mundo, desde el bosque más profundo hasta el pico de la montaña más alta. Forjarás armas poderosas, construirás inexpugnables castillos y navegarás en drakkar hacia el horizonte.;https://media.rawg.io/media/games/adb/adb59be81367b19c2544457424bcf086.jpg;Action, Adventure, Indie;Dvoid, Richard Svensson;Coffee Stain;3.99;;valheim;https://media.rawg.io/media/games/adb/adb59be81367b19c2544457424bcf086.jpg;Minimum: Requires a 64-bit processor and operating system OS: Windows 7 or later Processor: 2.6 GHz Dual Core or similar Memory: 4 GB RAM Graphics: GeForce GTX 500 series or similar DirectX: Version 11 Storage: 1 GB available space;Recommended: Requires a 64-bit processor and operating system OS: Windows 7 or later Processor: i5 3GHz or better Memory: 8 GB RAM Graphics: GeForce GTX 970 series or similar DirectX: Version 11 Network: Broadband Internet connection Storage: 1 GB available space;;;1
Warhammer - Chaosbane v10.11.2020;Warhammer: Chaosbane;RAWG;2019.0;En un mundo asolado por la guerra y dominado por la magia, eres la última esperanza del Imperio del Hombre contra las hordas del Caos. Juega en solitario o en cooperativo de hasta 4 jugadores local o en línea, elige un héroe entre 4 clases de personajes con habilidades únicas y complementarias, y prepárate para épicas batallas en el universo de Warhammer.;https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg;Action, Adventure, RPG;Eko Software;Bigben Interactive, Nacon;3.05;70.0;warhammer-chaosbane;https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg;Minimum: Requires a 64-bit processor and operating system OS: 64bits version of Windows® 7, Windows® 8, Windows® 10 Processor: Intel® Core i3 or AMD Phenom™ II X3 Memory: 6 GB RAM Graphics: NVIDIA® GeForce® GTX 660 or AMD Radeon™ HD 7850 with 2 GBRAM DirectX: Version 11 Storage: 15 GB available space Sound Card: DirectX Compatible Soundcard;Recommended: Requires a 64-bit processor and operating system OS: 64bits version of Windows® 7, Windows® 8, Windows® 10 Processor: Intel® Core i5 or AMD FX 8150 Memory: 8 GB RAM Graphics: NVIDIA® GeForce® GTX 780 or AMD Radeon™ R9 290 with 2 GB RAM DirectX: Version 11 Storage: 15 GB available space Sound Card: DirectX Compatible Soundcard;;;16
WARRIORS ALL STARS v20171004;WARRIORS ALL-STARS;RAWG;2017.0;Los compradores anticipados recibirán un conjunto de 5 trajes conmemorativos de los encuentros del juego, incluyendo trajes inspirados en Kasumi, Ryu Hayabusa, Oka, Millennia y Opoona para distintos personajes. Además, los futuros jugadores también recibirán contenido adicional especial.;https://media.rawg.io/media/screenshots/107/1075cb8c68fbcd1351af750bda8d8562.jpg;Action;Koei Tecmo;Koei Tecmo Games;0.0;70.0;warriors-all-stars;https://media.rawg.io/media/screenshots/107/1075cb8c68fbcd1351af750bda8d8562.jpg;Minimum: OS: Windows® 7, Windows® 8.1, Windows® 10 (64bit required) Processor: Core i7 870 over Memory: 4 GB RAM Graphics: NVIDIA Geforce GTS 450 or better DirectX: Version 11 Network: Broadband Internet connection Storage: 20 GB available space Sound Card: DirectX 9.0c over Additional Notes: 640×480 pixel over, High Color, 4K compatible;Recommended: OS: Windows® 7, Windows® 8.1, Windows® 10 (64bit required) Processor: Core i7 2600 over Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX980 (3840x2160) / GTX760 (1920x1080) DirectX: Version 11 Network: Broadband Internet connection Storage: 20 GB available space Sound Card: DirectX 9.0c over Additional Notes: 1920x1080 pixel over, True Color, 4K compatible;;https://steamcdn-a.akamaihd.net/steam/apps/256690843/movie_max.mp4;18
Watch Dogs 2 v1.17;Watch Dogs 2;RAWG;2016.0;Watch Dogs 2 es un juego de acción y aventuras en mundo abierto desarrollado por Ubisoft Montreal. Es la segunda entrega de la serie y continúa la idea principal de su predecesor: el hackeo y el hacktivismo en un mundo abierto. Bienvenido a San Francisco, la segunda ciudad de EE. UU. en instalar el sistema operativo ctOS, que conecta todo, desde tu coche hasta tu hogar inteligente.;https://media.rawg.io/media/games/f52/f52cf6ba08089cd5f1a9c8f7fcc93d1f.jpg;Action, Adventure;Ubisoft Montreal;Ubisoft Entertainment;3.84;79.0;watch_dogs-2;https://media.rawg.io/media/games/f52/f52cf6ba08089cd5f1a9c8f7fcc93d1f.jpg;Minimum: OS: Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only) Processor: Intel Core i5 2400s @ 2.5 GHz, AMD FX 6120 @ 3.5 GHz or better Memory: 6 GB RAM Graphics: NVIDIA GeForce GTX 660 with 2 GB VRAM or AMD Radeon HD 7870, with 2 GB VRAM or better - See supported List* Network: Broadband Internet connection Storage: 27 GB available space Sound Card: DirectX compatible using the latest drivers Additional Notes: Minimum specs above for 720p , 30+ FPS, Low graphic settings // Peripheri;Recommended: OS: Windows 7 SP1, Windows 8.1, Windows 10 (64bit versions only) Processor: Intel Core i5 3470 @ 3.2 GHz, AMD FX 8120 @ 3.9 GHz Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 780 | AMD Radeon R9 290, with 3GB VRAM or better - See supported List* Network: Broadband Internet connection Storage: 27 GB available space Sound Card: DirectX-compatible using the latest drivers Additional Notes: Recommended specs above for 1080p , 30+ FPS, High graphic settings // SUPPORTED VIDEO CARDS AT TIM;;https://steamcdn-a.akamaihd.net/steam/apps/256673850/movie_max.mp4;30
Watch Dogs Complete Edition;Watch Dogs;RAWG;2014.0;En WATCH_DOGS encarnas a Aiden Pearce, un hacker profesional capaz de hacer lo que quiera con la ciudad gracias a un nuevo sistema electrónico que controla casi todos los aspectos urbanos: el ctOS. Usando el teléfono de Aiden, puedes penetrar cualquier dispositivo de la ciudad, hackear cuentas bancarias o tomar el control de semáforos para escapar de la policía.;https://media.rawg.io/media/games/879/879c930f9c6787c920153fa2df452eb3.jpg;Action, Adventure;Ubisoft, Ubisoft Montreal;Ubisoft Entertainment;3.6;77.0;watch-dogs;https://media.rawg.io/media/games/879/879c930f9c6787c920153fa2df452eb3.jpg;Minimum: OS: Windows Vista (SP2), Windows 7 (SP1) or Windows 8 (Please note that we only support 64 bit OSs.) Processor: Intel Core 2 Quad Q8400 @ 2.66Ghz or AMD Phenom II X4 940 @ 3.0Ghz Memory: 6 GB RAM Graphics: DirectX 11 graphics card with 1 GB Video RAM - Nvidia Geforce GTX 460 or AMD Radeon HD 5770 DirectX: Version 11 Storage: 25 GB available space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Additional Notes: Broadband connection and service required for multiplayer;Recommended: OS: Windows Vista (SP2), Windows 7 (SP1) or Windows 8 (Please note that we only support 64 bit OSs.) Processor: Eight core - Intel Core i7-3770 @3.5 GHz or AMD FX-8350 X8 @ 4 GHz Memory: 8 GB RAM Graphics: DirectX 11 graphics card with 2 GB Video RAM - Nvidia Geforce GTX 560 ti or AMD Radeon HD 7850 DirectX: Version 11 Storage: 25 GB available space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Additional Notes: Broadband connection and service required for mult;;;16
Wolfenstein The New Order V1.0.0.2;Wolfenstein: The New Order;RAWG;2014.0;Wolfenstein: The New Order es la novena entrega de la franquicia Wolfenstein. Un shooter en primera persona con un objetivo principal: matar nazis. Juegas como el Capitán William Blazkowicz en un universo alternativo del año 1946. Tú y tu amigo Fergus Reid atacáis el castillo del General Deathshead. Cuando el ataque sale completamente mal, debes encontrar la manera de hacer retroceder a los nazis.;https://media.rawg.io/media/games/c80/c80bcf321da44d69b18a06c04d942662.jpg;Action, Shooter;Bethesda Softworks, Machine Games;Bethesda Softworks;4.18;81.0;wolfenstein-the-new-order;https://media.rawg.io/media/games/c80/c80bcf321da44d69b18a06c04d942662.jpg;Minimum: OS: 64-bit Windows 7/Windows 8 Processor: Intel Core i7 or equivalent AMD Memory: 4 GB RAM Graphics: GeForce 460, ATI Radeon HD 6850 Storage: 50 GB available space;Recommended: Additional Notes: AMD Radeon users: Please install AMD Catalyst™ 14.4;;;42
